Gene	b0359	s0018	s0107	s0183	b0318	b0383	b0499	s0026	s0060	s0104	s0200	b0370	s0025	s0109	s0190	b0326	b0404	b0502	s0035	s0067	s0138	s0201	b0251	b0387	s0042	s0116	s0204	b0334	b0512	s0037	s0071	s0141	s0205	b0305	b0394	s0080	s0136	s0210	b0339	b0427	b0515	s0040	s0077	s0154	b0327	b0421	s0087	s0146	s0229	b0340	b0428	b0521	s0046	s0084	s0162	b0336	b0551	s0100	s0175	b0165	b0341	b0433	b0566	s0047	s0086	s0168	b0338	s0004	s0101	s0176	b0241	b0374	b0434	s0006	s0050	s0088	s0170	b0344	s0013	s0106	s0181	b0243	b0382	b0494	s0019	s0059	s0103	s0177	b0626	s0001	s1511	b0671	b0627	s1551	b0504	b0672	s0055	s1616	b0679	s0350	b0252	b0542	b0694	b0519	b0565	b0772	b0554	b0664	b0244	b0574	b0556	b0667	s0132	b0354	b0629	s0033	b0668	s0195
MYO6	-0.8616745	-0.0840535	0.8081995	0.8397055	-0.1138515	-1.2077655	-0.7635665	1.1166565	-1.6155655	-1.1468335	-0.3078985	1.2924255	-0.8207405	-0.4360275	-1.6241615	-0.8106615	1.1876335	0.2370085	1.8293965	-0.8957675	-1.7005815	-2.2839855	-0.8016485	-0.1945195	-1.0509265	0.3372655	0.5390415	2.9522485	-0.5530405	-0.0021605	-1.1132885	0.0991475	0.5940105	0.2182165	-1.0008495	0.6287195	-0.0942815	-1.2042395	1.4932315	-0.3963915	-1.4009525	0.6917325	0.9649105	-0.0771705	-0.4438595	0.7056015	-1.6217555	1.0544065	-0.6112085	0.5458275	0.1516205	-0.1177165	0.0555015	0.9092645	1.1326395	-0.0224665	0.2173805	0.1691195	0.4259045	-0.4553375	0.0184545	-0.9096065	0.8531905	0.2475415	0.9964935	0.2332855	-0.7819885	-1.2617515	-0.5013345	0.4459435	0.1704015	1.6536355	-1.2061275	-0.0860655	-1.2560065	0.0143725	-0.2998295	-1.2285395	-0.9784165	-0.2876325	-0.3197645	-0.9705325	-1.2663735	-1.8146755	0.1248545	-1.1736615	-0.3588215	-0.8559735	0.1599035	0.8951835	0.3173745	1.4346825	1.4311565	1.1258815	-0.4585255	0.2400685	1.6887695	-0.8999695	0.0021605	0.0143725	-1.4183425	0.4208495	0.2164905	0.7495605	1.0299995	-0.2801885	1.3491605	1.1723485	-0.5023145	-2.0877285	0.0536795	1.3287755	0.4484025	1.1100955	0.3990905	1.5479045	-0.2866935	-0.6491275
TLE1	0.875442	0.447085	-0.644165	0.216931	-0.023942	0.18208	-0.028593	2.266227	-1.67141	-0.118286	-2.118103	-0.82874	-0.464984	1.176011	-0.245629	0.811038	0.316924	-0.593561	-1.668184	-0.991992	-0.134357	0.565188	-1.151052	1.367561	0.807154	-1.054772	0.733858	-0.034811	0.047732	-0.941109	0.473229	-0.683287	0.020961	-1.725096	0.626626	-0.120996	0.711957	2.118211	0.41505	-0.592781	-0.027793	0.229633	-1.032494	-0.633373	0.472109	0.112181	0.453551	-0.760539	1.468004	-0.121462	-0.685733	0.209024	0.003476	0.989469	-0.979167	0.561602	0.854173	-0.696102	0.542724	0.144052	-0.042866	0.106474	-0.642219	-1.234454	-0.782937	0.500056	0.121079	-0.125434	1.472477	0.975351	-1.120313	0.46891	-0.587001	0.986506	-0.80803	-1.400987	-2.683057	0.084483	1.00491	0.162278	0.973252	-1.082135	0.557713	0.516054	1.075592	-0.633837	-1.682504	0.733626	-0.003476	-0.571672	0.864945	-0.255234	-0.916879	1.542902	-0.22498	0.044435	-0.662195	0.886956	-0.385079	-1.439603	0.233591	-1.096649	-0.053611	-0.261991	-0.46379	-0.096804	-0.014696	0.073097	1.694288	-0.487978	0.700815	0.626045	0.517643	0.415374	-0.44764	0.172533	-2.50508	1.875636
PDLIM5	-0.067085	0.691049	0.275285	-2.06801	0.713285	-1.847481	-0.425096	-0.400378	-0.125516	-0.462864	-1.097286	1.264903	-1.760907	-0.443569	-0.479037	-1.1969	0.561945	-1.830296	-1.209768	-1.046117	-0.573596	-0.673695	-1.889159	-0.845714	-0.77624	-0.30594	0.419059	0.206057	0.997603	-0.520655	0.602614	-1.253466	0.088335	1.280455	0.653175	1.284524	2.000923	0.536431	2.018208	-0.012577	-0.179648	0.8584	-0.174367	0.135263	1.545373	-1.914616	-2.487564	0.012577	-0.062186	-1.462606	0.327436	1.23202	-1.414254	-0.058772	1.40635	-0.159788	1.291616	0.620952	-1.444505	-0.693328	-0.761495	0.487122	1.008066	0.013088	0.601599	-0.632734	1.341712	0.183263	0.356041	-1.044589	-0.274586	1.666163	0.570704	-1.249087	0.504918	0.692944	1.365001	-0.131039	0.31235	1.439389	0.480367	-1.940029	0.530291	-1.013371	0.482864	-0.596395	-1.4144	-2.303167	-1.166871	-0.755171	0.535896	1.896856	1.690191	-0.516631	-0.071709	1.029084	0.130969	0.409487	-0.255681	-1.287437	-1.495935	-0.881255	0.905317	1.006717	1.456803	0.203117	1.205572	0.337255	-0.65791	-2.140565	-1.111877	1.584879	-0.229476	-0.739462	0.301553	1.786976	1.492667	0.24792
CDH3	2.1076535	-0.5562815	0.0570875	-0.2239835	0.5550395	-1.6777785	-0.4998915	-1.2004125	0.1074605	0.2733825	-2.0131565	-0.7321715	-1.2956255	-1.4398995	-1.1354125	-1.1519515	-1.1223975	1.8339985	-1.2745245	-1.3365675	0.3035655	0.3257385	-0.3592815	1.3341165	1.3843765	0.5291355	-1.4672575	0.2371865	-0.8221495	-0.2432815	2.3188465	-0.3666895	0.3420745	3.3582525	1.3000445	-2.5870245	4.0580625	0.1250785	-0.8942645	0.5073055	2.3958585	-2.0230705	-0.7634445	-0.6969155	3.7932505	0.2848895	1.4312515	-1.8634645	3.4046695	-0.5484315	-0.6137955	-0.2908605	-0.2331345	2.2187165	-0.1684835	0.8861465	2.6454095	-1.4191245	2.0267365	0.5086705	-1.1401325	2.9894595	-1.4968705	-1.2035555	-1.6961505	1.6552065	2.2173855	0.9518225	1.3951845	-0.3612155	-1.1065995	0.1905935	0.2386635	-0.9673835	-2.0845215	-0.6005595	-1.1422335	1.4081705	3.8310345	0.4261125	0.7564695	0.6675465	1.5339375	1.4885655	-0.7008255	1.3681575	-0.5351695	-0.8241365	-2.3176565	0.7948415	1.3705515	-1.3827805	-0.3584825	-1.1183985	0.9253435	1.8809625	0.2406825	-1.9260065	-0.0570875	-1.6567735	0.4138515	-1.5209325	0.9577555	0.3775975	-1.1129435	0.4016115	1.1838865	0.8123535	2.8278855	0.5339475	-1.2952915	2.9528405	-2.2144935	-0.3140075	-1.5220055	-0.7373185	-0.4860415	2.2680945
LMNB1	0.236301	0.413916	-0.700462	1.012902	0.738354	0.601129	-0.618717	-0.780372	-0.783528	-0.908067	-2.220298	0.404289	-0.115405	1.86692	0.012048	-0.187769	-1.851826	0.416532	-1.285177	0.563715	0.604224	-0.060548	0.837305	0.748418	0.117368	0.949815	0.942381	-0.131771	0.962817	-0.131548	0.273699	1.653796	0.109071	0.162466	0.22313	0.09042	1.138732	1.138134	-0.783776	1.088299	0.456108	-0.634948	-0.481034	0.099033	1.267717	-0.79387	-0.767501	-0.636511	1.306257	0.119308	0.327217	-1.60113	-1.198302	0.406654	-2.26002	-0.201394	0.256424	0.231357	0.98723	-0.576556	-0.126184	-0.077501	-1.188289	-0.709149	-1.248704	-0.326766	-0.742163	0.738988	0.494666	-0.030895	-0.217988	-0.206216	-1.213085	0.484657	-0.012048	1.324446	-1.294807	-0.610003	0.925552	-0.538242	-0.12038	-0.582578	-0.153891	0.523237	0.560078	0.106637	-0.93298	-0.048019	-2.070113	0.83087	0.106721	-0.280824	-0.795284	-0.533436	0.681986	-0.156492	0.585831	2.059913	-1.265452	-0.051427	-1.511267	0.02855	-1.875924	0.06002	-2.420936	-1.992067	0.24236	0.535929	0.3902	0.050628	0.735381	0.289246	0.352139	-0.081898	-0.933434	-0.635843	-0.029374	1.179773
LAD1	-0.355527	0.207745	0.230335	0.168277	1.280164	-0.603973	-1.015161	0.71875	-0.908332	-0.307518	-1.6644	-1.134184	-1.611939	0.689257	-0.720184	-0.332819	-0.233009	0.658785	0.069749	0.478493	-0.00255	0.337808	-0.425749	1.777836	0.216945	-0.035716	1.124905	0.753596	-0.573888	-0.146686	0.572735	-0.224116	0.119465	-0.043807	-0.670884	-0.637655	1.46352	2.208794	-0.731285	-0.497836	0.958961	-1.435323	-1.482022	-1.276266	1.240047	1.246318	0.43182	0.337778	-0.088751	-0.797347	0.749735	-0.21094	-0.683308	1.653492	-1.847761	-0.281085	-0.033122	-2.380584	1.875538	1.150588	-0.324816	1.299269	-2.088153	-1.630821	-1.412791	1.035234	0.381699	-1.014817	2.518163	-0.267336	-1.515601	-0.296617	-1.498207	0.136295	-1.220906	0.646796	-1.986956	-0.02634	1.769744	0.295374	2.239617	-0.340403	1.690422	1.280411	-0.168068	0.194681	-1.435816	0.321952	0.038271	-0.690357	-0.288704	0.126898	0.392819	-1.269165	0.990047	1.146083	0.443558	1.19795	0.00255	-1.964095	0.229075	0.269265	0.477372	0.936045	-1.416409	-0.199528	1.297898	0.035804	1.514685	0.067265	-0.616669	1.083903	-1.589498	0.053331	-0.441921	-1.835042	-1.562622	0.989151
HLA-DQA1	2.465241	3.759649	-1.516848	5.092448	-2.074448	3.062383	2.92414	2.279536	-1.53995	-1.725345	-1.798889	-1.853936	-1.510072	-1.526402	-1.566325	-1.610512	2.502824	-1.187016	3.266975	0.960733	4.229224	-0.295518	-1.482501	3.532478	-1.521317	-2.103852	-1.734862	3.405161	3.891078	-1.97492	4.586551	-2.211735	-1.968112	-1.824279	-2.208096	-2.538585	-2.29759	4.591071	-2.333198	-1.721056	-1.863061	2.48114	-1.920137	2.420692	-1.517573	-2.49	-1.66242	-2.529186	-2.083643	3.288003	2.83024	-1.743336	-2.358305	3.788587	-2.665428	-1.458609	0.295518	2.346454	-2.172823	2.378541	-1.951859	2.808559	3.618243	-2.078841	-2.233832	1.118668	2.237233	4.549459	3.931872	3.26271	3.1367	4.210411	3.446783	0.752384	1.6065	-2.227276	-2.734526	-0.683515	2.379452	-1.516688	-2.256998	3.759188	-1.420623	2.931029	2.06401	1.807754	-1.607559	3.914551	2.994538	4.281514	-1.982886	2.949395	3.61295	0.328573	-2.19748	4.476524	2.956909	-2.177028	-2.098533	3.583025	2.67431	-1.463426	-2.196001	4.207994	2.611422	-2.354481	3.32534	-2.590317	2.525376	5.05491	-2.609267	-2.216649	2.972227	4.243477	-2.577354	-2.68061	2.520692	4.313697
BAMBI	0.691362	0.787564	-2.698784	0.239383	-1.376031	0.407387	1.223172	1.434123	-3.197381	2.613652	-3.745554	0.735505	-0.221243	0.933861	0.225705	-0.151435	-0.525813	-0.420735	2.608294	-1.745257	0.418655	0.104328	1.208809	-0.456647	-1.545333	-2.59335	4.007339	-1.637056	1.331602	1.383887	0.247853	1.302693	0.164701	1.378468	-0.596167	-1.165599	1.150118	1.6055	-3.529106	-0.16562	-2.159773	-1.439317	0.568384	1.802532	0.993053	1.757485	-1.502122	-0.182509	-4.072163	0.477946	1.291764	-0.520453	1.674034	-0.271906	-2.162109	1.353129	-0.613993	0.942027	-1.259694	-1.821963	-4.497155	0.724211	-1.555621	-3.902785	-2.41133	-0.958905	-0.416591	1.143469	1.751147	-1.061298	-1.66567	-0.679087	0.495881	-1.016156	1.366923	0.482917	-0.197745	-2.151763	1.826205	-0.405237	-0.319055	-2.108319	-0.702492	2.107639	2.582527	1.312607	-2.170237	-2.147659	-1.027007	2.169214	1.674043	-2.582682	0.013261	-2.230133	0.016622	0.873267	2.474596	-1.5211	2.457214	-0.407948	-2.13709	1.037645	2.616866	-0.013261	-1.215511	0.585357	0.06128	0.854485	-0.222318	-3.6752	2.591149	1.295253	0.398626	2.295181	-2.378985	-3.081217	-1.366765	0.424043
F13A1	1.1714905	-0.2559155	1.6859875	-1.3533115	1.5658915	0.1802665	0.9472905	2.2701105	-0.3214845	-1.4592725	-1.7095375	1.8401725	-0.4992535	-0.7457345	-0.1100035	0.0059785	-0.0528785	-0.2641365	0.8131405	-1.3316075	-0.9418445	0.5703335	-0.4989055	-0.2593055	-0.3968435	-0.3325325	-1.0797135	0.3043995	1.3613185	1.4453855	0.4318965	-0.6690525	1.6320835	0.4727635	1.3095305	1.9088675	-0.7522605	-1.8449755	-0.9052885	0.2288305	-0.9543715	-0.3539135	1.8390505	0.3376735	0.0547695	0.5074745	0.3693925	1.5947585	-0.2473005	-0.5831025	1.1488315	1.7324705	0.8582685	0.2959045	0.0942785	-0.0059785	-1.5220095	-0.7283225	0.7995205	-0.6666155	-0.3348205	-0.4601255	2.6489435	-0.5453915	-0.1044075	-1.2195575	1.0074535	1.3141055	-0.6638215	-0.5572925	0.5194435	2.2989875	0.6878605	-1.4561705	-0.7917195	-0.1434445	1.4380505	0.4501825	-0.9271315	0.9989215	0.5830135	-0.3046225	-0.4648085	-1.0770875	-0.7438195	0.1165405	0.9139295	0.5203205	1.5609185	-1.1923535	0.0187775	-0.3418025	2.3399705	-0.2389305	-1.3740505	1.6025525	-1.8997085	-2.0699465	0.8976605	-0.9041425	-1.3557485	1.1037045	-0.2660705	1.9499985	1.9401375	0.2242255	2.9219605	0.6134235	-1.7239005	-0.8480905	0.2746335	1.2247095	-0.8116575	0.9033095	-1.4770225	-0.1281675	0.7195375	-0.2603515
CAV2	1.0505615	0.0730165	1.2174935	0.8667105	0.8820835	-0.6773215	-0.5206155	1.3786335	0.0055195	0.5737255	-0.7265885	0.9038535	0.3539865	-0.5021735	-1.9210445	-0.5935205	0.6167905	-0.5469635	-0.1077895	-0.1223525	0.1929705	1.7299815	-2.0705035	0.6226405	-0.2461645	0.4018605	-1.4661015	-0.0769765	0.5215845	-0.2831605	0.9834315	-0.6156665	0.2597595	2.3264845	0.7670395	0.9717185	0.6073285	-1.1032375	-1.0831785	-0.4558625	0.2970105	-0.6714245	-0.0603445	0.4788885	0.3475385	-0.4259065	-2.3117255	-0.1291435	3.4374065	-1.2028645	0.6525975	0.4440335	-0.6058365	1.2013235	0.0034955	-0.0034955	0.8218925	0.4227405	0.0446605	-0.4038755	-0.3335365	0.7510515	0.3339075	-0.0268055	-0.0416195	-0.8970145	1.9375965	0.4304705	-0.8118445	-0.8017925	0.4257395	1.2864415	0.8301055	-2.0102385	-1.2026505	0.9526925	-0.7397545	0.2178875	-0.6511075	1.0249465	0.1194045	-0.9427825	0.7290525	-0.4512955	0.9970615	-0.0772155	-0.1018625	-0.7165425	2.6797665	-1.2287555	-0.1181905	-1.4938485	0.2289635	-0.9469935	-0.7239665	-0.3958605	-1.0940275	-0.1432565	0.3296715	-0.6270845	-2.5701215	-0.1155335	0.3399795	0.4430435	0.0604175	1.8493995	2.4460275	0.1891825	-1.8311195	-0.5819065	-0.9578975	1.3877745	-0.7913265	-0.1857155	-1.2093535	0.3992285	1.1940955	0.5237845
COL5A1	0.7262835	-0.4317105	0.9523975	-0.8702645	1.4183015	-1.2107585	1.2565205	2.2301855	0.2855965	0.0702685	-3.1840035	0.6576995	-0.8850335	-0.2174235	-0.6415885	-1.8391485	0.6419765	-1.2249935	-0.2501695	0.8354025	-3.4230405	0.3299275	-0.8206095	0.3850355	0.0206255	0.7426345	-1.9009795	0.6375705	0.5535245	0.5661205	0.3953335	0.2638345	1.2060085	-0.3449225	-1.1408435	1.8163805	-0.8945355	-2.1475705	-1.3752245	0.2584525	-0.3202315	-0.1632005	1.5419835	0.5903505	-1.9626155	0.3774945	-0.9161935	1.4506025	-0.0664145	-0.9291065	1.3593375	0.9695865	0.3506615	-0.9045445	-0.0691225	0.7827975	-1.0606295	1.5343045	0.5796265	-0.3084035	-0.2374035	-0.0139415	1.5365815	-1.8481705	0.9811695	-0.6187915	1.2135765	0.3897845	0.0466305	-1.1362645	0.6810605	1.1049485	-0.1782065	0.3651885	-0.9077055	0.0392765	0.2584015	0.1315765	-3.8743005	1.4507205	0.5155185	-2.7504455	0.2381155	-1.7128865	-0.0821175	1.8513325	-1.0371105	-0.5832165	0.9310415	-0.1013905	1.6268685	-1.5816205	1.5308685	-0.7335255	-0.9341315	-0.0573715	0.4809595	-0.4581815	0.1030815	-0.8847225	-3.3167965	0.4952955	-0.0410655	-0.3776455	-1.2490135	1.5584035	-0.4848975	0.4918615	-2.0651205	-1.7314595	1.0300585	0.0139415	-0.4684455	1.0074955	-0.7424335	-1.1891315	1.0923125	-1.2762455
PHYH	-0.089453	-0.608401	-1.012723	0.271189	-0.257191	1.21175	0.696643	-0.810862	-0.920174	-0.703405	-0.664668	0.872849	-0.25314	1.412065	-0.361273	-1.348158	0.562102	-1.528538	-0.538789	-0.548001	-1.942703	-2.354096	0.353916	0.567179	1.408355	0.672101	1.441072	-0.075578	0.041016	-0.891519	-0.664252	-0.604217	0.791038	-0.233136	-0.406239	0.3325	-0.071202	0.194474	-0.479798	0.370045	-0.693699	-0.605704	0.12857	1.676721	-0.01819	0.616285	-0.374516	-0.187704	0.282348	-0.469808	-1.130553	0.254558	1.20076	-0.602718	0.279061	0.047119	0.054365	-0.078813	1.405624	-0.794596	0.50343	-0.150159	-0.22779	0.281516	0.511234	0.174956	-0.104283	0.01819	1.942807	-1.428376	-0.384462	0.3169	-0.386072	-0.22544	-0.315027	0.338209	0.088575	0.692362	-0.127103	-0.165352	-0.42514	-0.658172	1.775962	-0.13748	1.896733	1.005853	0.645274	-0.254567	0.537412	-1.572496	0.687164	0.721253	-0.123322	-0.845212	-1.409862	-1.293943	1.30514	1.419032	0.145543	1.845708	-0.211448	-0.517362	1.941985	-0.086119	1.190415	0.081954	0.623527	-0.295238	0.265873	-1.245876	0.567946	0.212187	-1.554918	0.437613	0.54966	0.310542	1.169069	0.081681
UGDH	-0.863131	0.373579	0.157093	-0.720901	0.206426	2.434668	0.690353	0.552802	-0.773539	-0.197713	0	1.938526	-0.722931	-0.727844	1.889132	1.364799	0.883495	-1.1167	-0.968817	0.607488	-1.518981	-1.107139	-0.718791	-0.963969	-0.028416	6.90E-05	0	-0.38942	1.186195	0.186244	-0.96213	1.317315	0.416243	-0.116732	-0.385467	2.204525	-0.943354	-1.58272	-0.239203	2.473547	-0.656359	0.420811	0.947255	1.150621	-0.895908	0.297268	-3.777195	1.428104	-0.531821	0.303356	0.457758	0.445975	0.278875	-1.104848	-0.90316	1.134562	1.002021	1.235721	-0.439911	0.74232	2.091344	-1.11373	0.18963	0.687625	2.310118	1.534388	-0.314111	0.300334	-0.760844	0.653446	1.583149	0.178903	0.015322	-0.760172	-1.076225	-0.026383	-0.932454	-1.063297	-0.458099	0.33161	-0.563581	0.170075	-1.236269	-0.607345	-0.226161	-0.002372	-0.421839	-0.342166	-1.406989	0.574445	1.803367	2.029901	0.872491	0.638194	-1.514425	-0.663768	1.84183	-1.308893	0.809049	-0.24228	-2.31438	0.076731	1.032871	0.624991	-0.135389	0.090417	-0.559234	1.069817	-1.612021	-1.728457	0.817798	-0.952035	-0.334445	-0.078384	-1.542244	0.730422	2.028515	-0.738407
RBBP8	0.531431	0.59201	-0.854984	0.713912	-0.665396	0.403247	-0.487382	-0.935707	-0.42566	-0.502299	0.462726	0.637302	0.409671	0.190091	-0.470568	-0.471583	-0.45915	-1.116572	0.40764	-0.192696	-0.489459	0.786302	-1.37535	-0.369245	-0.893414	0.496034	-0.252023	-0.161758	-0.145122	-0.014474	-0.373268	0.123605	0.893723	0.971628	0.626088	0.686394	-0.538279	1.728154	1.162156	-0.461252	-0.504725	0.074091	1.412971	0.3395	1.096521	-0.954847	-1.952734	-0.481796	1.749761	0.882588	-0.755946	0.217038	-1.339039	-0.587944	0.154569	-0.78293	-0.698252	1.642022	-0.353748	-0.264742	2.571027	0.291957	0.033019	2.516864	0.678228	0.498736	0.667867	-0.336344	0.423233	-2.016777	0.157498	0.44221	-0.863821	0.30517	2.288729	0.014474	0.704931	-0.442611	1.303912	-0.317028	-0.261121	0.149772	-0.916854	0.38492	-0.412671	-0.371878	0.115507	-1.079945	-1.843635	0.367966	0.911766	1.852207	-2.642675	-0.441798	-1.237229	-1.160182	-0.468881	0.314258	-0.915317	0.187297	-3.365659	-0.795336	-0.865681	-0.421247	0.333463	0.167851	0.2501	0.270033	-0.95302	-1.056292	-0.542216	0.287034	0.913039	-1.628659	0.890187	1.740149	0.785814	-0.674436
PSD3	0.2108085	-2.3085265	3.3443845	-0.3322435	-0.1969675	2.3190705	1.9382735	3.1713235	0.2660705	0.0225055	-0.3945565	0.9425705	-0.4793705	0.5821065	-0.6803825	4.0334035	2.4816125	-0.1516785	3.3959055	3.2385015	-0.6410275	-0.6199605	-2.3001955	-0.7134355	-1.6292655	-0.4789325	-1.2551815	3.2069725	-0.0281955	0.9228325	-0.7497855	-1.1438965	1.6469995	-0.5974565	-0.1870115	2.6771265	0.1282625	-0.6044505	-2.2210945	-1.6922665	-1.7881295	2.5230155	2.8655785	-2.2500675	0.9118435	-1.8784115	-2.2327115	3.5369245	-0.3807965	2.0821135	0.2012295	1.7919465	-1.7203065	-1.1263825	1.1035075	0.1809435	-0.8707235	3.1149925	-1.5212475	2.3241695	2.1468165	-0.0246525	2.3072365	3.6066295	3.2129575	3.5044275	0.5173545	-0.8637595	0.4827515	1.0799925	3.2647275	2.3049025	-0.3653655	1.4759205	-0.8770125	2.0049395	1.8091665	-1.9386925	0.5770125	0.2566605	0.7151305	-0.9001165	-0.9506495	-1.2090965	1.0007975	-0.2633045	3.4093355	1.6942835	2.7868705	-2.7970735	-1.2304935	3.4494245	-1.8693655	1.7879915	-1.7332245	-1.5385805	-0.9157135	-1.5731225	-0.0225055	1.7392185	-1.7357325	0.0684905	-1.6579045	-0.0314285	-0.6111025	0.8717575	-1.2376155	-0.4254105	-1.8738195	-1.5555985	4.8476095	-0.5652985	2.0389715	1.9437555	1.3100935	3.1645955	-0.6899105	-1.6323795
EZH2	0.858003	0.786065	1.159538	0.09773	1.269678	0.647976	-0.837729	-0.480695	-1.545055	0.092539	-1.495641	1.141288	-0.71514	1.175538	-0.739509	0.624794	-0.823249	0.36582	-0.998351	-0.488448	0.58428	0.451922	0.199083	1.201724	0.015392	-0.010831	0.854454	-0.292928	0.688614	-0.319292	1.029724	1.707802	-0.005821	1.166023	0.005821	-0.050299	2.32429	2.61533	-1.205372	0.433574	0.586356	-0.244832	0.287896	-0.760103	1.768913	-0.89855	0.484756	-0.475889	0.74203	0.847277	-0.178356	-1.334678	-1.717206	1.101919	-1.825319	0.257946	-0.244435	-0.815816	-0.598458	0.475965	0.03731	0.106056	-0.923941	-0.350021	-1.515119	-0.372382	-0.825365	0.677227	1.500791	-1.999392	-0.436644	-0.644638	-0.45372	0.797625	-0.895431	0.128606	-0.580268	-0.073395	2.418736	-1.138934	0.875297	-0.956677	0.694255	1.310172	0.215002	-0.264114	-1.382045	-0.05967	-2.223094	0.361292	0.935896	-1.13659	-1.832237	0.689158	0.997645	-0.424816	-0.40127	2.222695	-1.224966	0.297542	-1.556368	-0.08138	-1.85394	-0.76231	-2.11439	-1.757653	-0.384733	0.330368	-1.006941	0.564338	1.850348	0.253212	1.371935	0.062457	0.349215	-1.378141	-0.976582	1.948663
MAD2L1	2.0452075	0.8155445	-0.2607565	1.2929815	0.7978035	0.8287155	-1.0240875	-1.2254935	-0.5929195	-1.8739425	-2.3727135	0.4081465	-0.5826785	1.1534485	-0.5707385	1.2461475	-1.5320625	0.3735195	-1.2931065	0.1239355	1.1364495	0.7282965	0.1842995	-0.1164065	-0.5006425	0.9542075	0.4230985	-0.3788365	1.0954675	-0.9456875	1.5512975	1.9408385	-0.2464305	0.9916425	-0.1489945	-0.0449655	1.8167065	2.4499045	-0.8865935	1.5597365	1.1205805	-0.7501685	-0.5655595	-0.3504105	2.2608145	-0.6526445	-1.2956375	-0.8958185	3.2283925	0.7750365	0.0843785	-1.3478825	-2.0324255	0.5880195	-1.9710785	1.3045735	0.3476685	0.2581945	1.2362105	0.0208055	-0.4120295	-0.0593095	-0.3997465	-0.9661515	-1.3441965	-0.5494295	0.0933805	0.1475345	1.7145965	-0.8939205	-0.4162435	0.4102055	-1.0426265	0.8990585	-0.4666175	1.4578865	-0.7002265	-0.3071885	1.3571905	-0.4235705	-1.1412085	-1.1630405	0.5031295	1.1648075	0.5624995	-1.3848365	-0.9359785	-0.5382255	-1.4292575	0.5380565	0.6875545	-0.0672855	-1.8281195	-1.6918035	0.3436355	-0.2782175	0.7778075	0.0102785	-1.4509145	0.1273435	-0.8437885	0.0727985	-0.7772025	0.1846785	-0.9370895	-2.2614645	1.6704775	0.1883995	0.5803855	-0.0102785	-0.3015715	0.3894205	0.8802345	-0.0547255	0.7562035	-0.6420865	0.7844215	1.3536195
SOCS2	-0.4289535	0.0509195	1.9737755	-1.1113765	0.7524315	1.4131125	-0.6596495	-0.3628705	-0.1907635	1.8390285	-0.1072785	-0.1917005	1.6250685	-0.3052515	0.5470385	2.8033355	3.8214675	-0.1062995	-0.0918425	-0.3374315	0.0911365	-0.6150685	-0.9021955	-0.8435035	-0.2941875	-0.8149995	1.5610645	-0.3906465	-0.4186805	2.5850055	0.2542385	2.2174275	1.2516015	-0.1682275	0.7782385	1.0610075	-0.7906635	-0.2661475	-0.6321615	-0.2281915	-0.9352355	0.1509775	0.7869825	-0.4911965	0.0428845	0.7286035	-0.4114225	0.0549665	-0.0446135	-0.2838515	0.1263085	0.0788875	0.5640955	-0.0980175	0.4737995	-0.1187765	0.3059405	0.2555935	-0.2020255	0.7824955	-0.8208115	-1.2573025	0.9372875	-0.0593305	-0.2100055	-0.5015715	0.6757145	2.9550185	-0.7711635	2.6496265	2.0064495	0.2738825	1.3321065	-0.5546435	0.9344885	0.1646885	-1.0951775	-0.0652675	-0.3932725	0.1481385	0.3035555	-0.3378545	-0.2495035	-0.3355635	0.1440465	1.9481085	-0.3420675	-0.1800345	1.1575875	-0.8300865	3.1894255	-1.1510445	0.8382755	-0.7603365	-0.0661575	-0.5545265	2.2764365	-0.2241635	2.9314065	-0.5002545	1.3464595	-0.1518085	-0.2052665	2.0647985	-0.0061365	2.3216555	0.7266355	0.9334445	-0.7275305	0.0061365	2.1886205	0.0420715	2.5377405	1.1564295	-0.7935435	0.4575245	1.4824325	-0.3215305
APOE	-0.811206	1.02924	0.312404	2.11335	1.680441	-0.913913	-0.239777	0.266179	-1.355773	0.262781	0.646318	0.771285	-0.747198	0.771732	-0.340966	-0.380651	0.501649	0.786243	-0.938841	0.696724	1.000843	-0.50206	-2.930428	-0.316802	1.674976	-0.001337	-0.307096	0.650563	1.515266	-0.321416	0.48407	-0.435876	0.277087	0.49597	-0.0971	0.218081	1.072282	1.930223	-0.599043	2.23987	-0.392709	-0.640932	-0.128044	0.370666	0.545125	-0.096208	1.624024	-0.069646	0.123506	1.249971	-0.185865	1.368341	1.203635	0.399543	-0.17961	0.563653	-1.071022	-0.280568	-0.012812	-0.547963	0.036975	-0.83136	-0.194889	-0.744733	-0.695725	-1.269571	-0.693389	0.99659	-0.312385	0.696473	0.275664	0.794638	0.541635	-0.609228	0.104079	0.426198	-2.381027	-0.536781	-0.068328	0.676668	-2.105854	-0.463705	-0.038007	-0.386936	0.471328	-0.787515	0.50416	-0.965661	1.887841	1.294367	-0.173807	1.035902	0.940963	-0.411626	1.494666	0.928904	-0.175502	1.550958	-0.343559	-0.37653	-1.740978	1.342765	1.111875	0.334245	-1.089793	-0.296551	0.996746	0.007266	-2.029207	0.422782	-1.773576	-0.310666	0.001337	1.020587	-0.288547	-1.041255	-0.014602	1.247716
